OBJECTID;estacion;Nom_Est;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;Porc_datos;Celda_XY;Cont_celda;Depto;Mpio;AH;ZSZH;x;y;NombrEst;NOMBRE_VER;SUBREGION
14509;23190400;GALVICIALA;0;88;8;82;9;41;18;25;25;68;44;51;37;82;67;91;87;51;21;7;7;4;0;24;88;77;17;58;37;27;92;59;98;45;44;48;88;30;57;100;38;16;60;71;95;78;43;78;29;22;10;36;96;(6-11);27;Santander;Floridablanca;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4993683,964000;2345240,598000;GALVICIA LA [23190400];RETIRO CHIQUITO;
10723;23190410;BRASILEL;0;56;43;35;28;81;59;75;89;58;71;85;15;2;99;24;17;8;61;92;57;41;21;17;76;55;94;35;62;8;48;52;64;95;33;3;51;55;35;76;15;4;10;37;33;44;28;13;83;33;44;68;4;(6-11);27;Santander;Tona;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4998160,480000;2348064,205000;BRASIL EL [23190410];CARAGUA;
9944;23190420;NORMALA;100;48;58;79;65;35;76;89;19;79;35;1;19;22;28;64;61;45;77;56;78;59;16;26;39;82;61;75;54;71;85;14;94;69;38;24;15;18;24;41;57;34;51;17;97;8;48;91;57;98;99;3;44;(7-10);18;Santander;SabanaDeTorres;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4937513,653000;2394148,204000;NORMA LA [23190420];VILLA DE EVA;
0;23190430;PIEDECUESTA;1;83;27;0;42;97;11;52;32;36;55;68;85;73;62;69;83;22;76;49;42;95;83;93;78;75;12;100;6;19;15;42;29;31;75;18;72;58;55;92;35;12;72;96;30;64;11;7;98;54;93;70;4;(6-11);27;Santander;Piedecuesta;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4994479,462000;2329647,362000;PIEDECUESTA [23190430];;
28391;23190440;NARANJOEL;100;19;16;63;83;35;5;60;81;0;76;19;59;12;25;96;45;76;73;15;97;20;91;13;10;96;53;16;42;35;64;55;49;77;53;73;96;89;76;95;99;22;15;44;88;30;66;59;62;28;71;56;90;(7-11);18;Santander;Lebrija;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4966923,125000;2354152,695000;NARANJO EL [23190440];EL LIBANO;
10519;23190460;PAPAYAL;100;55;67;9;34;13;80;97;22;90;29;9;99;76;7;47;9;74;51;17;60;13;29;76;46;45;69;46;84;90;80;87;70;39;2;8;11;26;25;48;49;19;70;69;66;52;73;82;89;91;57;81;80;(7-10);18;Santander;Rionegro;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4928454,738000;2399563,682000;PAPAYAL [23190460];PUERTO ARTURO;
10518;23190470;PALMERASHACIENDA;100;17;2;87;98;40;42;36;27;37;58;60;80;29;55;40;50;37;40;80;83;64;77;48;98;17;93;37;74;39;16;22;62;16;44;57;53;78;59;73;89;55;19;50;1;95;24;33;90;65;35;64;13;(7-10);18;Santander;Rionegro;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4941187,173000;2392301,730000;PALMERAS HACIENDA [23190470];TALADRO;
13000;23190500;SANALBERTO;100;53;58;35;48;41;71;61;94;4;74;0;73;40;91;58;72;88;81;44;51;30;97;11;47;6;29;26;38;78;20;61;80;40;10;49;94;82;86;35;6;20;20;0;50;59;22;66;52;21;85;91;88;(8-11);5;Cesar;SanAlberto;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4957198,117000;2415460,808000;SAN ALBERTO [23190500];MONTERREY;
14332;23190510;CAOBOEL;100;88;52;74;97;80;11;77;20;97;7;8;49;92;79;11;11;34;20;11;14;67;33;48;41;54;72;61;94;44;87;100;93;95;100;39;27;23;34;13;40;83;26;67;33;21;99;1;14;83;35;39;87;(7-11);18;NortedeSantander;LaEsperanza;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4963889,356000;2397313,526000;CAOBO EL [23190510];RAICEROS;
13004;23190520;DORADALA;100;98;88;27;18;19;12;27;68;18;93;25;15;58;37;24;27;56;85;50;65;58;98;75;4;68;91;26;33;7;35;17;32;47;47;78;17;87;70;71;6;66;90;88;20;43;2;52;33;19;89;28;82;(8-11);5;Cesar;SanMartín;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4951561,375000;2441528,234000;DORADA LA [23190520];EL COBRE;
9614;23190530;COOPERATIVALA;100;22;35;31;68;73;48;76;92;48;59;23;93;45;89;73;69;4;65;88;27;72;37;94;29;26;25;68;8;58;38;54;68;63;88;71;74;11;8;4;10;88;63;40;83;23;65;93;73;86;66;83;40;(7-11);18;Santander;SabanaDeTorres;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4950365,548000;2381240,565000;COOPERATIVA LA [23190530];VENECIA;
11872;23190540;VEGALA;100;86;52;81;99;52;87;27;56;97;65;77;96;72;25;62;18;99;90;69;33;36;29;44;59;76;61;59;44;0;0;70;1;15;16;18;24;0;57;41;87;46;56;5;81;4;90;74;20;26;29;60;82;(8-11);5;NortedeSantander;Cáchira;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4980094,299000;2403412,549000;VEGA LA [23190540];LAS CUADRAS;
13934;23190550;SAMARKANDA;100;10;33;32;60;73;13;77;9;85;29;26;16;50;3;73;70;40;53;49;57;99;65;7;62;97;30;83;52;4;29;32;38;65;34;45;87;41;79;95;85;27;7;59;88;40;20;36;49;43;53;34;2;(8-10);4;Santander;Rionegro;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4941207,647000;2408878,230000;SAMARKANDA [23190550];PACHO DIAZ;
9944;23190560;SANRAFAEL;100;19;40;91;23;36;76;54;30;63;54;33;74;63;56;22;33;2;89;83;36;64;43;87;15;63;97;45;55;41;83;21;63;69;46;22;39;18;20;26;48;57;43;40;24;75;72;57;81;78;98;0;85;(7-10);18;Santander;SabanaDeTorres;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4938280,548000;2395006,736000;SAN RAFAEL [23190560];VILLA DE EVA;
10515;23190570;TAMBORELHACIENDA;100;41;61;21;44;53;43;84;50;68;56;90;9;79;21;97;1;24;33;23;19;30;82;36;79;45;59;0;77;84;59;86;25;8;12;38;38;81;47;64;66;79;21;61;91;81;11;14;20;91;13;36;10;(7-11);18;Santander;Rionegro;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4972416,211000;2364647,323000;TAMBOR EL HACIENDA [23190570];TAMBOR;
13823;23190580;SANDANIELHACIENDA;100;77;45;61;0;94;71;0;1;1;34;10;14;41;57;27;43;43;100;60;83;81;34;13;90;97;94;90;39;22;25;79;93;85;86;39;16;55;25;99;93;41;78;27;37;95;74;18;54;51;34;4;75;(9-10);4;Cesar;RíoDeOro;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4931852,019000;2451852,847000;SAN DANIEL HACIENDA [23190580];CRUCE DE PATIÑO;
0;23190590;FLORESTALA;100;33;99;8;18;15;48;21;52;17;61;74;54;81;76;78;91;99;95;82;3;87;98;49;6;36;13;56;58;23;81;28;93;5;88;1;5;8;38;18;60;22;26;92;58;73;39;68;82;88;98;72;82;(6-11);27;Santander;Bucaramanga;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4986324,456000;2341466,520000;FLORESTA LA [23190590];;
28653;23190600;PANTANOEL;8;82;61;39;28;69;37;64;71;72;12;55;81;11;62;41;21;34;10;16;53;53;52;45;35;61;94;77;74;74;39;15;19;8;56;56;57;63;25;96;82;77;76;72;95;1;88;30;90;39;43;5;98;(6-11);27;Santander;Girón;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4974575,558000;2331218,742000;PANTANO EL [23190600];PANTANO;
10722;23190690;MARIANALAHACIENDA;100;45;1;90;80;76;89;19;93;25;75;31;44;47;25;44;72;62;56;68;52;75;14;81;84;77;29;4;46;74;17;60;71;90;77;73;86;86;80;32;63;26;26;19;49;5;69;9;52;65;21;68;0;(6-12);2;Santander;Tona;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;5000000,000000;2344380,741000;MARIANA LA HACIENDA [23190690];GUAUMALES;
9712;23190700;PIEDECUESTAGRANJA;54;100;79;32;6;39;65;8;55;61;39;80;48;64;79;59;38;41;18;17;88;37;97;19;12;28;68;34;70;94;53;23;73;91;93;99;50;88;30;33;16;52;73;33;56;55;5;73;88;83;70;10;98;(6-11);27;Santander;Piedecuesta;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4992516,762000;2330752,630000;PIEDECUESTA GRANJA [23190700];GUATIGUARA;
25058;23190710;BARRANCALEBRIJA;100;29;41;59;22;73;43;56;99;40;97;72;5;1;82;21;1;4;53;23;35;32;31;86;52;16;57;86;23;3;6;10;54;38;43;33;43;54;97;37;66;59;9;96;91;5;74;23;13;23;36;29;72;(8-10);4;Cesar;Aguachica;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4920199,003000;2443371,511000;BARRANCA LEBRIJA [23190710];BADILLO;
0;23190800;HIMATR11;100;77;67;60;87;100;9;86;18;90;32;34;0;19;57;73;40;69;35;90;75;99;72;88;37;28;21;62;28;51;71;46;94;30;0;100;70;19;71;1;14;10;31;3;26;27;12;90;33;59;52;53;9;(6-11);27;Santander;Bucaramanga;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4985282,763000;2344382,862000;HIMAT R-11 [23190800];;
0;23190830;BUCARAMANGAIDEAM;100;13;23;100;56;94;30;64;27;68;33;76;49;73;93;66;79;7;75;10;97;33;25;38;88;5;85;51;69;82;63;3;69;8;35;78;17;23;85;64;30;73;16;43;93;48;91;68;57;98;2;93;47;(6-11);27;Santander;Bucaramanga;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4986938,785000;2345671,614000;BUCARAMANGA IDEAM [23190830];;
0;23195030;AEROPUERTOGOMEZNINO;0;68;98;63;31;44;85;67;53;86;69;16;69;98;3;78;43;37;26;26;69;65;88;74;73;72;100;31;82;99;11;28;31;51;98;68;54;64;51;42;11;71;81;92;62;10;30;6;20;87;52;33;9;(6-11);27;Santander;Bucaramanga;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4985283,295000;2346224,581000;AEROPUERTO GOMEZ NINO [23195030];;
0;23195040;UNIVERSIDADINDUSTRIALSANTANDER;0;48;47;17;67;7;87;65;34;10;41;4;47;60;30;27;59;47;11;92;90;90;12;46;6;22;15;41;32;62;75;45;71;72;79;93;88;89;4;95;47;65;44;27;24;60;4;61;25;68;95;37;62;(6-11);27;Santander;Bucaramanga;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4986510,022000;2347482,750000;UNIVERSIDAD INDUSTRIAL SANTANDER [23195040];;
0;23195050;VIVEROCHIMITA;5;83;25;69;48;24;41;55;24;64;65;40;9;23;65;4;71;50;80;45;30;26;76;22;45;66;51;67;63;83;83;69;25;66;6;8;28;24;48;31;9;42;65;65;48;58;71;89;89;17;58;78;3;(6-11);27;Santander;Bucaramanga;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4983443,104000;2344383,426000;VIVERO CHIMITA [23195050];;
10722;23195060;MARIANALA;9;49;45;31;75;27;78;44;87;28;41;8;85;96;31;49;34;39;29;8;47;89;84;43;13;87;6;87;1;42;19;9;41;29;71;73;23;55;69;96;66;82;75;1;99;21;81;3;55;29;13;26;11;(6-12);2;Santander;Tona;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;5000000,000000;2344380,741000;MARIANA LA [23195060];GUAUMALES;
10789;23195070;MAGARA;100;78;82;83;62;4;90;21;11;95;35;48;24;67;42;12;85;65;7;48;26;23;97;9;6;53;46;22;92;20;54;87;36;6;59;100;90;86;35;82;1;44;100;36;20;42;39;38;59;0;52;45;0;(7-10);18;Santander;Rionegro;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4935680,709000;2397834,323000;MAGARA [23195070];SAN RAFAEL;
28021;23195080;URBINALA;5;8;2;22;25;45;11;61;51;58;86;49;1;88;10;7;88;27;43;13;66;6;60;41;54;84;20;100;40;70;7;76;94;99;89;40;94;33;26;2;80;46;49;43;58;83;56;55;53;51;91;9;12;(7-11);18;Santander;Lebrija;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4961392,668000;2377547,034000;URBINA LA [23195080];CHUSPAS;
28247;23195110;LlanoGrandeAut;100;22;69;42;79;46;62;87;56;70;24;88;38;3;47;27;46;82;49;65;44;59;81;3;2;73;84;27;6;26;16;1;44;33;67;16;84;83;53;66;69;87;15;97;9;55;91;24;74;43;94;20;89;(6-11);27;Santander;Girón;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4981538,506000;2334316,019000;LLANO GRANDE - AUT [23195110];RUITOQUE;
9721;23195120;SABANADETORRES;34;70;80;63;6;83;2;77;14;54;73;42;43;86;72;82;68;72;85;13;7;97;88;53;22;24;38;5;71;47;80;65;47;87;77;70;33;65;4;20;13;51;80;37;78;4;53;87;36;46;44;62;1;(7-11);18;Santander;SabanaDeTorres;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4955875,595000;2375709,912000;SABANA DE TORRES [23195120];PTO SANTO;
12999;23195140;LLANALA;100;9;15;26;97;47;50;55;94;62;63;5;79;48;75;17;30;99;49;5;35;28;42;78;38;60;84;54;98;64;81;83;95;37;81;24;10;18;40;63;36;17;20;73;42;54;48;38;82;71;85;51;24;(8-10);4;Cesar;SanAlberto;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4941212,252000;2412561,912000;LLANA LA [23195140];LOS TENDIDOS;
9618;23195170;PROVINCIA;100;14;64;35;47;26;39;9;83;11;25;95;34;9;16;66;39;52;68;45;99;65;92;59;74;14;92;5;99;14;31;50;24;31;44;74;40;54;56;98;65;56;72;42;7;84;89;75;84;33;13;13;32;(7-11);18;Santander;SabanaDeTorres;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4952014,911000;2375989,804000;PROVINCIA [23195170];CANELO;
14614;23195190;SANANTONIOSANTANDER;100;81;94;22;19;15;2;30;47;24;29;70;99;49;83;58;1;1;95;82;63;29;32;9;21;32;31;63;38;82;34;78;88;52;8;74;92;1;89;89;76;98;37;92;44;0;9;19;31;49;14;78;1;(6-11);27;Santander;Floridablanca;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4992693,240000;2342487,367000;SAN ANTONIO SANTANDER [23195190];VERCUTE;
27748;23195502;AEROPUERTOPALONEGRO;100;1;20;57;61;37;81;32;2;63;96;9;65;3;3;0;36;97;43;33;12;92;99;76;42;45;85;39;15;70;86;25;66;93;24;79;35;72;28;4;96;75;27;42;36;25;52;82;68;69;54;8;87;(6-11);27;Santander;Lebrija;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4979632,152000;2344915,834000;AEROPUERTO PALONEGRO [23195502];SAN PABLO;
11103;23197190;PIEDECUESTA;0;41;71;84;77;77;100;99;0;95;7;0;3;56;19;50;26;59;59;80;79;34;77;97;6;93;89;1;30;5;39;92;62;58;49;34;9;66;50;46;59;43;63;5;72;92;71;6;13;90;45;86;3;(6-11);27;Santander;Piedecuesta;MagdalenaCauca;RíoLebrijayotrosdirectosalMagdalena;4996319,642000;2329647,199000;PIEDECUESTA [23197190];LAS AMARILLAS;
12991;23200010;SIMITI;47;81;95;18;78;45;34;40;17;30;57;63;39;72;61;75;98;83;81;13;29;97;12;92;43;19;52;79;7;87;63;70;97;40;54;70;49;28;39;9;8;67;46;74;26;6;22;69;2;38;62;21;89;(8-9);5;Bolívar;Simití;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4895276,705000;2437724,242000;SIMITI [23200010];CIENAGA DE SIMITI;
25988;23200020;LosCanelos;100;45;48;53;68;48;70;78;53;95;65;79;21;88;25;91;33;20;30;50;10;32;27;70;68;54;77;60;73;13;53;88;63;2;90;57;27;81;11;33;17;30;26;36;76;43;85;25;37;6;60;94;9;(8-9);5;Bolívar;SantaRosaDelSur;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4871435,709000;2427438,430000;CANELOS LOS [23200020];PALMAR BAJO;
24660;23200060;SANTODOMINGO;0;7;37;91;86;69;38;55;24;13;1;41;10;10;43;17;97;65;51;74;34;13;94;84;75;90;16;22;100;6;95;8;40;95;24;51;67;34;49;36;80;66;89;75;41;20;97;6;3;100;23;29;78;(8-9);5;Bolívar;SanPablo;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4896153,891000;2405701,735000;SANTO DOMINGO [23200060];SANTO DOMINGO;
24903;23200070;TIERRABUENAFINCA;100;73;15;5;24;28;5;17;75;24;55;45;72;89;55;95;48;4;16;88;98;7;29;37;27;24;21;44;55;5;62;27;71;57;74;87;57;85;84;79;1;88;23;97;7;59;91;56;20;36;64;16;28;(7-9);5;Bolívar;SanPablo;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4869491,876000;2388758,585000;TIERRABUENA FINCA [23200070];SIN DEFINIR;
0;23205020;COLCOOPERATIVO;100;39;28;8;88;79;53;9;48;93;78;95;12;81;21;34;88;67;11;35;62;28;82;11;77;45;38;79;47;48;78;78;93;75;86;92;68;34;27;18;20;26;36;60;58;25;55;68;100;57;67;80;84;(7-9);5;Bolívar;SanPablo;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4897914,848000;2384085,179000;COL COOPERATIVO [23205020];;
0;23205030;SANTAROSADSIMITI;100;92;43;86;100;69;2;99;89;31;98;52;16;19;72;25;66;41;49;85;81;91;65;78;11;74;87;82;55;25;99;32;96;38;50;31;35;54;56;68;62;61;58;81;21;75;91;84;13;14;33;62;86;(8-9);5;Bolívar;SantaRosaDelSur;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4883311,116000;2438305,937000;SANTA ROSA D SIMITI [23205030];;
13195;23205040;MORALESLaCruz;100;6;6;22;93;8;50;50;30;33;90;47;79;55;48;89;1;96;88;83;32;19;12;19;60;38;12;31;46;14;62;45;49;90;32;70;99;66;18;48;11;99;95;44;81;29;22;38;52;32;54;51;32;(9-10);4;Bolívar;Morales;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4904595,817000;2473408,101000;MORALES-LA CRUZ [23205040];VEREDAS DE LA CABECERA;
32028;23205050;CANELOSAut;100;10;61;64;43;70;66;60;94;83;25;65;5;20;91;43;6;23;22;45;68;3;39;35;22;65;30;57;53;66;8;33;2;79;86;19;88;1;7;12;60;33;45;42;15;92;58;75;55;70;7;88;70;(8-9);5;Bolívar;SantaRosaDelSur;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4863252,337000;2429534,455000;CANELOS - AUT [23205050];SIN DEFINIR;
28351;23210010;PUERTOMOSQUITO;8;47;16;27;93;87;1;13;81;23;3;9;57;13;26;59;35;73;66;59;26;40;90;61;77;70;97;84;15;93;86;96;39;15;20;25;63;56;50;79;19;96;82;65;78;72;21;100;5;45;90;39;100;(9-10);4;Cesar;Gamarra;MagdalenaCauca;QuebradaElCarmenyOtrosDirectosalMagdalena;4916837,919000;2462515,506000;PUERTO MOSQUITO [23210010];PUERTO MOSQUITO;
0;23210160;GAMARRA;100;9;91;92;31;37;18;23;20;90;40;73;60;77;89;71;74;74;95;6;81;80;0;97;30;19;36;100;37;57;33;74;40;60;59;83;77;73;100;14;82;16;90;13;9;21;49;93;72;12;52;79;79;(9-10);4;Cesar;Gamarra;MagdalenaCauca;QuebradaElCarmenyOtrosDirectosalMagdalena;4918793,863000;2478168,583000;GAMARRA [23210160];;
16539;24010150;SIMIJACA;0;51;31;58;24;2;54;73;10;38;8;7;78;24;94;20;17;82;60;64;30;23;96;75;17;70;37;51;78;50;63;96;53;9;76;3;7;98;50;17;33;19;30;52;76;61;43;55;84;90;80;5;93;(3-10);3;Cundinamarca;Simijaca;MagdalenaCauca;RíoSuárez;4904368,462000;2167058,680000;SIMIJACA [24010150];SALITRE;
14808;24010210;JESUSMARIA;0;71;81;62;1;89;71;11;89;0;57;97;44;17;28;38;18;61;8;28;78;74;61;68;54;1;77;16;71;71;41;16;8;10;54;40;50;33;43;57;99;79;51;74;97;91;91;6;74;62;38;68;98;(4-10);8;Santander;JesúsMaría;MagdalenaCauca;RíoSuárez;4913505,614000;2207052,715000;JESUS MARIA [24010210];BRAVO PAEZ;
14140;24010220;CHIMA;0;79;22;24;38;92;34;47;57;31;35;79;65;73;62;41;82;98;49;92;58;14;91;93;35;76;54;44;21;61;30;31;71;46;16;33;75;14;55;34;77;3;13;10;46;6;28;72;35;77;73;67;10;(5-11);13;Santander;Chima;MagdalenaCauca;RíoSuárez;4959279,931000;2260230,226000;CHIMA [24010220];MONTE GRANDE;
0;24010610;CARMENDECARUPA;100;14;38;61;69;73;86;55;69;96;98;93;58;14;72;96;17;82;30;15;38;35;8;55;25;38;95;7;85;51;65;12;51;18;68;88;37;78;17;36;13;67;30;45;45;30;23;71;100;93;8;22;71;(2-9);6;Cundinamarca;CarmenDeCarupa;MagdalenaCauca;RíoSuárez;4899826,602000;2149380,803000;CARMEN DE CARUPA [24010610];;
0;24010640;BOLIVAR;100;77;63;32;59;8;1;92;18;89;76;8;13;35;6;19;52;15;68;59;49;29;71;84;89;2;69;89;100;32;96;1;41;55;17;51;26;70;82;49;69;35;13;10;3;16;12;20;53;28;73;40;87;(4-10);8;Santander;Bolivar;MagdalenaCauca;RíoSuárez;4914721,759000;2219513,845000;BOLIVAR [24010640];;
0;24010660;SIMACOTA;100;12;25;8;95;62;27;17;26;39;57;32;53;29;70;83;66;52;75;10;84;6;92;93;12;32;9;52;17;81;31;64;93;16;86;72;72;95;75;14;4;98;86;87;67;48;21;91;27;6;50;80;90;(5-11);13;Santander;Simacota;MagdalenaCauca;RíoSuárez;4963094,245000;2270019,298000;SIMACOTA [24010660];;
10681;24010670;SUCRE;100;60;80;30;100;36;71;60;66;80;46;73;15;71;20;100;88;29;97;50;94;45;12;28;62;48;60;53;82;67;63;76;86;76;25;91;8;98;28;39;33;84;25;65;88;97;87;83;94;10;100;33;88;(4-10);8;Santander;Sucre;MagdalenaCauca;RíoSuárez;4911883,762000;2212181,356000;SUCRE [24010670];CUCHINA II;
14140;24010740;RODEOELHACIENDA;100;9;47;97;70;56;10;64;4;84;81;50;64;33;22;4;53;50;62;46;44;94;64;63;86;43;13;2;8;87;2;42;35;26;26;44;43;66;51;78;4;20;92;6;98;37;28;31;44;99;77;54;37;(5-11);13;Santander;Chima;MagdalenaCauca;RíoSuárez;4959465,101000;2261519,281000;RODEO EL HACIENDA [24010740];MONTE GRANDE;
22888;24010750;MIRAVALLES;100;83;95;15;17;11;85;27;14;33;36;17;57;73;68;52;57;98;0;67;7;48;13;16;21;9;6;57;34;39;77;33;47;90;63;93;59;24;14;8;59;90;42;35;62;58;45;67;51;61;3;47;82;(4-10);8;Boyacá;Moniquirá;MagdalenaCauca;RíoSuárez;4932600,544000;2212830,449000;MIRAVALLES [24010750];SAN VICENTE;
9744;24010780;SOCORRO;0;24;7;31;41;47;48;91;34;75;91;65;8;61;4;90;10;47;81;30;43;13;64;23;47;41;40;10;23;93;80;70;9;78;96;98;26;76;46;43;75;25;4;85;72;65;81;22;1;15;8;99;10;(5-11);13;Santander;Socorro;MagdalenaCauca;RíoSuárez;4970523,988000;2268879,224000;SOCORRO [24010780];BARIRI;
25340;24010820;GUAVATA;100;61;51;66;87;52;95;69;98;11;81;92;10;14;40;33;45;28;32;84;51;78;44;87;74;93;2;74;86;27;8;11;16;57;83;56;89;39;95;7;76;89;84;35;16;19;31;15;38;69;18;75;75;(4-10);8;Santander;Guavatá;MagdalenaCauca;RíoSuárez;4922278,464000;2216771,753000;GUAVATA [24010820];POPOA;
23249;24011010;SIMIJACA;100;2;5;79;1;88;58;18;25;27;29;58;58;42;45;88;85;82;68;91;0;14;7;82;92;40;45;25;68;20;64;47;2;3;72;9;9;94;43;2;27;43;22;76;5;82;36;52;92;45;83;76;2;(3-10);3;Cundinamarca;Simijaca;MagdalenaCauca;RíoSuárez;4905901,622000;2178699,775000;SIMIJACA [24011010];RESGUARDO;
14181;24011070;SANTUARIOEL;100;92;57;32;23;93;19;70;73;56;96;78;89;5;72;37;68;2;45;100;52;5;58;28;58;71;38;61;70;57;85;0;27;7;10;62;3;60;35;43;63;73;85;40;83;16;87;100;96;86;40;15;70;(5-10);5;Santander;ElGuacamayo;MagdalenaCauca;RíoSuárez;4948344,209000;2256770,485000;SANTUARIO EL [24011070];PALESTINA;
14820;24015250;LAJALA;100;56;70;36;86;60;59;28;65;9;99;90;41;80;36;12;18;66;76;39;62;47;98;78;79;76;61;15;18;21;23;50;41;73;49;56;81;81;4;64;74;20;10;3;32;76;53;29;62;63;14;94;89;(4-11);1;Santander;Guadalupe;MagdalenaCauca;RíoSuárez;4954067,397000;2247213,344000;LAJA LA [24015250];EL CENTRO;
14140;24015260;CHIMA;100;18;63;2;16;94;27;2;17;44;49;53;32;56;99;43;85;58;74;16;83;25;77;29;32;11;38;54;54;88;63;4;72;85;27;82;31;97;14;13;36;56;20;43;37;54;74;61;71;67;79;19;89;(5-11);13;Santander;Chima;MagdalenaCauca;RíoSuárez;4959279,931000;2260230,226000;CHIMA [24015260];MONTE GRANDE;
0;24015270;VELEZGRANJA;0;8;40;53;7;57;63;66;94;33;2;66;89;37;50;20;5;15;36;97;45;29;12;92;99;0;96;79;22;61;17;95;7;48;4;17;49;23;80;75;61;65;41;6;74;90;81;9;97;29;5;13;94;(4-10);8;Santander;Vélez;MagdalenaCauca;RíoSuárez;4925571,797000;2220727,429000;VELEZ GRANJA [24015270];;
28251;24015360;SABOYALAGRANJA;100;24;76;56;70;84;80;85;74;13;27;97;23;26;3;56;36;52;26;59;9;53;96;60;100;26;31;8;11;10;81;30;62;65;56;99;65;79;68;11;23;94;91;13;10;43;47;8;31;54;87;48;89;(3-10);3;Boyacá;Saboyá;MagdalenaCauca;RíoSuárez;4915987,780000;2187477,308000;SABOYA LA GRANJA [24015360];EL RESGUARDO;
9619;24015370;HACIENDAMAJAVITAUL;100;75;1;11;95;18;3;34;36;41;17;74;59;56;55;44;13;77;98;83;67;16;45;19;48;14;94;59;46;16;32;2;88;79;18;88;27;28;95;74;93;28;69;12;92;20;87;52;67;7;64;77;6;(5-11);13;Santander;Socorro;MagdalenaCauca;RíoSuárez;4972524,917000;2273129,431000;HACIENDA MAJAVITA UL [24015370];ALTO DE CHOCHOS;
0;24015380;CARMENDECARUPAAut;100;41;21;47;50;54;54;50;79;89;82;95;90;81;21;0;27;84;36;32;53;90;46;84;50;93;83;79;12;83;95;38;91;32;23;26;66;32;72;25;59;95;89;75;71;70;14;2;15;99;85;54;17;(2-10);1;Cundinamarca;CarmenDeCarupa;MagdalenaCauca;RíoSuárez;4900505,906000;2148931,630000;CARMEN DE CARUPA - AUT [24015380];;
13993;24020150;MAMONALELHACIENDA;100;72;46;86;55;88;86;71;41;57;11;13;95;44;23;51;28;34;70;88;74;97;60;16;16;32;100;28;56;30;37;26;70;53;86;75;58;99;11;79;8;89;12;25;5;48;89;68;55;38;78;47;61;(5-11);13;Santander;SanGil;MagdalenaCauca;RíoFonce;4988268,222000;2284711,125000;MAMONAL EL HACIENDA [24020150];PALO BLANCO;
